215,2,0.6576,555,337,592,372
215,2,0.4144,474,334,515,373
216,2,0.6528,553,338,591,376
216,2,0.4837,468,335,512,378
217,2,0.6884,551,344,590,379
217,2,0.6056,465,338,511,381
218,2,0.6759,549,349,588,383
218,2,0.5482,459,342,507,384
219,2,0.6573,546,351,587,385
219,2,0.4434,456,344,533,386
219,2,0.4062,457,346,501,386
220,2,0.7020,449,347,498,391
220,2,0.6119,542,352,582,391
221,2,0.6145,448,349,495,393
221,2,0.5641,541,354,581,393
222,2,0.6326,536,361,579,398
222,2,0.6085,441,352,492,395
222,2,0.2644,590,304,616,322
223,2,0.6533,536,364,577,400
223,2,0.5131,437,353,489,399
223,2,0.3210,590,304,614,322
224,2,0.7190,530,367,576,409
224,2,0.4838,428,357,485,404
224,2,0.3017,589,305,610,324
225,2,0.6953,528,369,574,411
225,2,0.5417,423,357,481,410
225,2,0.3919,588,306,609,326
226,2,0.7101,522,374,571,420
226,2,0.4978,416,361,502,418
226,2,0.4413,587,308,609,329
226,2,0.4391,415,363,472,418
227,2,0.6031,521,376,569,424
227,2,0.5048,586,308,611,332
227,2,0.4391,411,344,557,422
228,2,0.7151,515,383,564,433
228,2,0.4958,584,310,611,334
228,2,0.3176,402,341,558,427
229,2,0.7286,513,387,564,438
229,2,0.4525,583,310,609,335
229,2,0.3490,396,371,461,433
230,2,0.7478,385,376,455,442
230,2,0.7292,505,394,560,445
230,2,0.4898,579,314,613,338
231,2,0.7372,380,381,450,445
231,2,0.7166,503,398,557,449
231,2,0.5592,577,315,609,338
232,2,0.7250,496,405,554,464
232,2,0.7186,368,385,443,456
232,2,0.6840,577,318,606,340
233,2,0.7439,362,388,440,460
233,2,0.6655,492,410,551,468
233,2,0.5354,577,318,606,341
234,2,0.8365,349,394,430,472
234,2,0.7728,484,418,548,481
234,2,0.5857,573,320,601,342
235,2,0.7064,342,396,426,478
235,2,0.6655,480,422,544,487
235,2,0.6252,571,320,601,345
236,2,0.8061,325,405,415,488
236,2,0.7060,469,434,540,504
236,2,0.5048,570,323,597,348
237,2,0.8260,464,438,536,511
237,2,0.8047,318,410,411,497
237,2,0.6328,568,324,600,351
238,2,0.7504,453,451,530,527
238,2,0.7140,567,324,598,352
238,2,0.6418,298,418,399,511
239,2,0.8026,445,456,525,537
239,2,0.7205,289,422,392,519
239,2,0.6154,565,324,598,353
240,2,0.7980,433,474,518,562
240,2,0.7263,266,433,378,537
240,2,0.5212,560,329,592,357
241,2,0.7978,425,482,515,570
241,2,0.7633,255,438,372,545
241,2,0.5135,560,331,590,359
242,2,0.8673,405,500,504,602
242,2,0.6423,228,452,353,563
242,2,0.6301,556,335,587,363
243,2,0.8933,396,512,499,616
243,2,0.7163,212,458,345,575
243,2,0.6566,555,335,586,365
244,2,0.8998,372,535,487,655
244,2,0.6952,553,336,586,368
244,2,0.6566,179,475,324,608
245,2,0.8609,359,547,481,678
245,2,0.6625,552,337,586,370
245,2,0.6013,161,482,313,615
246,2,0.8773,326,579,466,719
246,2,0.7225,120,500,289,649
246,2,0.5282,550,342,582,373
247,2,0.8503,310,596,457,718
247,2,0.7658,96,511,276,679
247,2,0.6171,547,344,581,376
248,2,0.7162,293,641,435,719
248,2,0.6786,543,349,580,382
248,2,0.5408,41,534,247,717
249,2,0.7080,10,549,228,717
249,2,0.6733,541,351,579,384
249,2,0.5527,271,666,418,718
250,2,0.7363,537,352,573,390
250,2,0.6403,0,576,197,719
251,2,0.6602,535,355,571,390
252,2,0.6983,531,360,571,398
253,2,0.6761,528,363,569,400
253,2,0.2513,1226,303,1266,323
254,2,0.7099,524,368,564,406
255,2,0.7521,520,369,564,410
256,2,0.8063,517,373,557,417
257,2,0.7519,510,375,556,421
258,2,0.7046,505,384,556,430
259,2,0.7104,503,388,553,433
260,2,0.7868,496,393,549,443
261,2,0.7222,492,397,547,448
262,2,0.7702,485,404,542,458
263,2,0.7355,480,406,540,465
264,2,0.7953,471,421,535,477
265,2,0.7875,468,422,530,483
265,2,0.4405,1165,299,1202,315
266,2,0.7827,456,435,524,498
266,2,0.2792,1152,298,1192,316
267,2,0.7624,451,437,520,507
